,Kab,Kec,Desa/Kel,No Register,No SK
325,MAMASA,TABULAHAN,SALULEANG,7603052005001,031/KD-SL/IX/2021
326,MAMASA,TABULAHAN,TAMPAK KURRA,7603052007001,05.05/016/DT-SK/IX/2021
327,MAMASA,TABULAHAN,GANDANG DEWATA,7603052008001,05.06/087/D.GD/IX/2021
328,MAMASA,TABULAHAN,BURANA,7603052009001,140/20/21/DB/IX/2021
329,MAMASA,TABULAHAN,SALUBAKKA,7603052010001,822.2/04/dppkb/1/2024
330,MAMASA,TABULAHAN,PANGANDARAN,7603052011001,1541/001/SK.DD/2021
331,MAMASA,TABULAHAN,TALOPAK,7603052012001,05.10/DT/XI/2021
332,MAMASA,TABULAHAN,PEU',7603052013001,05.11/DKPTS/DP/I/2024
333,MAMASA,TABULAHAN,TIMORO,7603052014001,01/DT/DK/IX/2021
334,MAMASA,TABULAHAN,LAKAHANG UTAMA,7603052015001,05.13/539/SK/IX/2021
335,MAMASA,SUMARORONG,SUMARORONG,7603061001001,443.1 / 010 / KPTS - KS / I / 2024
336,MAMASA,SUMARORONG,TABONE,7603061002001,002/KPTS-KT/I/2024
337,MAMASA,SUMARORONG,BATANG URU,7603062003001,004 / KPTS - DB / I / 2024
338,MAMASA,SUMARORONG,SASAKAN,7603062004001,050 / SK - DS / XI / 2021
339,MAMASA,SUMARORONG,TADISI,7603062005001,12 / KPTS - DT / IX / 2021
340,MAMASA,SUMARORONG,SIBANAWA,7603062006001,03 / KPTS - DS / I / 2023
341,MAMASA,SUMARORONG,BATANGNGURU TIMUR,7603062007001,004 / SK / DS - BTT / I / 2024
342,MAMASA,SUMARORONG,SALUBALO,7603062008001,002 / DS - SB / I / 2024
343,MAMASA,SUMARORONG,BANEA,7603062009001,041 / KPTS - DB / IV / 2022
344,MAMASA,SUMARORONG,RANTE KAMASE,7603062010001,441-1 / KPTS - 03 / DS - RK / I / 2024
345,MAMASA,MESSAWA,MESSAWA,7603071001001,002/KPTS/KEL-MES/X/2024
346,MAMASA,MESSAWA,RIPPUNG,7603072002001,004/KPTS/DS-RIP/X/2021
347,MAMASA,MESSAWA,MAKUANG,7603072003001,011/KPTS/DS-MAK/X/2024
348,MAMASA,MESSAWA,SEPANG,7603072004001,010/KPTS/DS-SEP/X/2021
349,MAMASA,MESSAWA,MALIMBONG,7603072005001,006/KPTS/DS-MAL/X/2024
350,MAMASA,MESSAWA,MATANDE,7603072006001,007/KPTS/DS-MAT/X/2021
351,MAMASA,MESSAWA,SIPAI,7603072007001,008/KPTS/DS-SIP/X/2021
352,MAMASA,MESSAWA,PASMA MAMBU,7603072008001,003/KPTS/DS-PM/X/2021
353,MAMASA,MESSAWA,TANETE BATU,7603072009001,009/KPTS/DS-TB/X/2021
354,MAMASA,SESENAPADANG,OROBUA,7603082002001,512/KPTS-DO/IX/2021
355,MAMASA,SESENAPADANG,PALADAN,7603082003001,002/KPTS-DP/I/2024
356,MAMASA,SESENAPADANG,OROBUA TIMUR,7603082004001,470/03/DOT/IX/2021
357,MAMASA,SESENAPADANG,RANTE PUANG,7603082006001,3 TAHUN 2023
358,MAMASA,SESENAPADANG,SATENETEAN,7603082007001,140/868/KPTS/K-DS/IX/2021
359,MAMASA,SESENAPADANG,LISUAN ADA,7603082008001,820/03/KPTS/DLA/2023
360,MAMASA,SESENAPADANG,OROBUA SELATAN,7603082010001,15 TAHUN 2021
361,MAMASA,SESENAPADANG,MALANGKENA PADANG,7603082012001,16a TAHUN 2022
362,MAMASA,SESENAPADANG,MALIMBONG,7603082013001,16a TAHUN 2022
363,MAMASA,SESENAPADANG,MARAMPAN OROBUA,7603082014001,472/020/SK-DMO/IX/2021
364,MAMASA,TANDUK KALUA,MINAKE,7603091011001,040.4 037/KL-MK/III/2023
365,MAMASA,TANDUK KALUA,MALABO,7603092001001,79/Kep/KD-MLB/V/2023
366,MAMASA,TANDUK KALUA,SINDAGAMANIK,7603092005001,007/SK/DS-SM/I/2023
367,MAMASA,TANDUK KALUA,PARONDOBULAWAN,7603092006001,002/DS-PRB/I/2023
368,MAMASA,TANDUK KALUA,TAMALANTIK,7603092007001,211/DS-TML/IX/2021
369,MAMASA,TANDUK KALUA,MANNABABA,7603092008001,033/SK/05-MBB/I/2023
370,MAMASA,TANDUK KALUA,MESAKADA,7603092009001,06/S.Kep/DMK/I/2024
371,MAMASA,TANDUK KALUA,BALLABATU,7603092010001,033/DB-KT/SK/IX/2021
372,MAMASA,TANDUK KALUA,BALLABATU,7603092010002,033/DB-KT/SK/IX/2021
373,MAMASA,TANDUK KALUA,PAMBE,7603092012001,07/K.DP/III/2023
374,MAMASA,TANDUK KALUA,SALURANO,7603092013001,03/KPTS/KD-SL/1/2023
375,MAMASA,TANDUK KALUA,TALIMBUNG,7603092014001,03/KPTS/KDS-TL/I/23
376,MAMASA,TANDUK KALUA,KANAN,7603092015001,08/DS-KN/I/2024
377,MAMASA,TABANG,TABANG,7603101001002,800/566/L.TB/IX/2021
378,MAMASA,TABANG,TADOKALUA,7603102003001,800/909/DS.TDK/IX/2021
379,MAMASA,TABANG,TABANG BARAT,7603102004001,317/448/D.TB/IX/2021
380,MAMASA,TABANG,MASUPU,7603102005001,011/SK-TPK/DS-MP/IX/2021
381,MAMASA,TABANG,KALAMA,7603102006001,199/800/DS-KL/XI/2021
382,MAMASA,TABANG,BAKADISURA,7603102007001,171/230/DB/XI/2021
383,MAMASA,TABANG,SALUKONA,7603102008001,001/SK/I/2024
384,MAMASA,BAMBANG,MOKALLANG,7603112001001,82.2/01/DPPKB/1/2024
385,MAMASA,BAMBANG,MASOSO,7603112002001,82.2/01/DPPKB/1/2024
386,MAMASA,BAMBANG,SALUASSING,7603112003001,82.2/01/DPPKB/1/2024
387,MAMASA,BAMBANG,SALUASSING,7603112003002,82.2/01/DPPKB/1/2024
388,MAMASA,BAMBANG,SALUBULO,7603112004001,82.2/01/DPPKB/1/2024
389,MAMASA,BAMBANG,SALUKADI,7603112005001,82.2/01/DPPKB/1/2024
390,MAMASA,BAMBANG,SALUKEPOPOK,7603112006001,82.2/01/DPPKB/1/2024
391,MAMASA,BAMBANG,ULUMAMBI BARAT,7603112007001,82.2/01/DPPKB/1/2024
392,MAMASA,BAMBANG,LIMBADEBATA,7603112008001,82.2/01/DPPKB/1/2024
393,MAMASA,BAMBANG,TANETE TOMBA,7603112009001,82.2/01/DPPKB/1/2024
394,MAMASA,BAMBANG,BAMBANG,7603112010001,82.2/01/DPPKB/1/2024
395,MAMASA,BAMBANG,RANTELEMO,7603112011001,82.2/01/DPPKB/1/2024
396,MAMASA,BAMBANG,SALUDENGEN,7603112012001,82.2/01/DPPKB/1/2024
397,MAMASA,BAMBANG,ULUMAMBI,7603112013001,82.2/01/DPPKB/1/2024
398,MAMASA,BAMBANG,BAMBANG TIMUR,7603112014001,82.2/01/DPPKB/1/2024
399,MAMASA,BAMBANG,MINANGA,7603112015001,82.2/01/DPPKB/1/2024
400,MAMASA,BAMBANG,SIKAMASE,7603112016001,82.2/01/DPPKB/1/2024
401,MAMASA,BAMBANG,RANTETARIMA,7603112017001,82.2/01/DPPKB/1/2024
402,MAMASA,BAMBANG,SALURURU,7603112018001,82.2/01/DPPKB/1/2024
403,MAMASA,BAMBANG,SALUTABANG,7603112019001,82.2/01/DPPKB/1/2024
404,MAMASA,BAMBANG,BALATANA,7603112020001,82.2/01/DPPKB/1/2024
405,MAMASA,BALLA,BALLA,7603122001001,06 Tahun 2024
406,MAMASA,BALLA,BALLA BARAT,7603122002001,02/TPK-DBB/I/2024
407,MAMASA,BALLA,BALLA SATANETEAN,7603122003001,01/TPK-DBS/I/2024
408,MAMASA,BALLA,BALLA SATANETEAN,7603122003002,010/TPK-DBS/I/2024
409,MAMASA,BALLA,BALLA TUMUKA,7603122004001,02/KPTS/DBT/II/2024
410,MAMASA,BALLA,SEPAKUAN,7603122005001,10/KTSP.D.SP/I/2024
411,MAMASA,BALLA,SEPAKUAN,7603122005002,10/KTSP.D.SP/I/2024
412,MAMASA,BALLA,PIDARA,7603122006001,02/DP/II/2024
413,MAMASA,BALLA,BAMBAPUANG,7603122007001,142/KPTS.DBP.03/I/2022
414,MAMASA,BALLA,BALLA TIMUR,7603122008001,031/04/DBT/SK-TPK/I/2024
415,MAMASA,NOSU,NOSU,7603131001001,440.a/69/KEL-N/IV/2022
416,MAMASA,NOSU,MINANGA,7603132002001,474.2/04/DM/IV/2022
417,MAMASA,NOSU,BATUPAPAN,7603132003001,71/DB-KN/IX/2021
418,MAMASA,NOSU,MASEWWE,7603132004001,81/DM/IX/2021
419,MAMASA,NOSU,SIWI,7603132005001,005/03-SW/SK/IV/2022
420,MAMASA,NOSU,MINANGA TIMUR,7603132006001,045.a/SK/DM.T/III/2022
421,MAMASA,NOSU,PARINDING,7603132007001,02/SK/KDP/IV/2022
422,MAMASA,TAWALIAN,TAWALIAN,7603141001002,1217/KL-TW/1X/2021
423,MAMASA,TAWALIAN,TAWALIAN TIMUR,7603142002002,03/DS-TT/1/2022
424,MAMASA,TAWALIAN,KARIANGO,7603142003002,ADA
425,MAMASA,TAWALIAN,RANTETANGNGA,7603142004002,007e/KPTS-KD/DRT/1/2023
426,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN,7603152001003,188/010/DSM/11/2023
427,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN BARAT,7603152003001,043.a./SK_TPK/DS.SMB/11/2023
428,MAMASA,RANTEBULAHAN TIMUR,BUANGIN,7603152004001,188/010/DSM/11/2023
429,MAMASA,RANTEBULAHAN TIMUR,BAMBANG BUDA,7603152005001,06/SK/KD-BB/11/2023
430,MAMASA,RANTEBULAHAN TIMUR,LEKO,7603152006001,23/DS.1/SK/11/2023
431,MAMASA,RANTEBULAHAN TIMUR,KIRAK,7603152007001,15.07/01/SK/KEP.DK/11/2023
432,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN UTARA,7603152008001,154/015/DK-KDSMU/11/2023
433,MAMASA,RANTEBULAHAN TIMUR,SAMPALE,7603152009001,15.9/029/SK.DS.SP/11/2023
434,MAMASA,BUNTUMALANGKA,BUNTUMALANGKA,7603162001001,22/PTPK/KEP-DS.BM/I/2023
435,MAMASA,BUNTUMALANGKA,RANTEBERAN,7603162002001,001/02/SK-PDRB/I/2023
436,MAMASA,BUNTUMALANGKA,KEBANGA,7603162003001,06/SK.KD/16.03/I/2024
437,MAMASA,BUNTUMALANGKA,SALURINDU,7603162004001,06/SK-TPK/DS-S/I/2023
438,MAMASA,BUNTUMALANGKA,TAORA,7603162005001,22/KDT-SK/I/2023
439,MAMASA,BUNTUMALANGKA,KABAE,7603162006001,004/03/KD-KB/II/2023
440,MAMASA,BUNTUMALANGKA,SALUTAMBUN BARAT,7603162007001,141/017/KPTS-DSSB/XI/2022
441,MAMASA,BUNTUMALANGKA,PENATANGAN,7603162008001,821/05/SK-PTPK/DS.P/II/2023
442,MAMASA,BUNTUMALANGKA,SALUTAMBUN TIMUR,7603162009001,02/SK-TPK/KD.ST/II/2023
443,MAMASA,BUNTUMALANGKA,SALUTAMBUN,7603162010001,03/KEP/KD-ST/III/2022
444,MAMASA,BUNTUMALANGKA,ARALLE TIMUR,7603162011001,018/SK.TPKD/DS-AT/[/2023
445,MAMASA,MEHALAAN,MEHALAAN,7603172001001,470.033/SK/DM-KM/II-2024
446,MAMASA,MEHALAAN,BOTTENG,7603172002001,24/SK-TPK/DB/III/2023
447,MAMASA,MEHALAAN,SALUKONTA,7603172003001,172/DS/SKT/SK-TPK/III/2023
448,MAMASA,MEHALAAN,MESAKADA,7603172004002,012/SK-TPK/DM/II/2024
