...1,KODE,NAMA FASKES,JUMLAH PESERTA KB BARU,1 BULANAN,3 BULANAN KOMBINASI,3 BULANAN PROGESTIN,KOMBINASI,PROGESTIN,KONDOM,1 BATANG,2 BATANG,IUD,VASEKTOMI,TUBEKTOMI,BULAN,KABUPATEN,KECAMATAN,TAHUN
10143,760202603,Poskesdes Kasambang,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMUJU,TAPALANG,2023
10147,760202601,Pustu Taan,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMUJU,TAPALANG,2023
10152,7602020,Puskesmas Tampa Padang,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMUJU,KALUKKU,2023
10159,7602022,Puskesmas Ranga- Ranga,6,0,4,0,2,0,0,0,0,0,0,0,DESEMBER,MAMUJU,KALUKKU,2023
10209,7602030,PKM Bonehau Mesa Kada,1,0,0,0,0,0,0,0,1,0,0,0,DESEMBER,MAMUJU,BONEHAU,2023
10221,760300101,Pustu Sendana,1,0,1,0,0,0,0,0,0,0,0,0,DESEMBER,MAMASA,MAMBI,2023
10237,760301401,PUSTU TAWALIAN TIMUR,1,0,0,0,0,0,0,0,1,0,0,0,DESEMBER,MAMASA,TAWALIAN,2023
10242,7601015,UPT PUSKESMAS DURIPOKU,1,0,0,0,0,1,0,0,0,0,0,0,DESEMBER,PASANGKAYU,DURIPOKU,2023
10254,760100804,POSKESDES BAMBAKORO,4,0,3,0,1,0,0,0,0,0,0,0,DESEMBER,PASANGKAYU,LARIANG,2023
10272,7603016,PKM BUNTU MALANGKA,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMASA,BUNTUMALANGKA,2023
10279,760301603,PUSTU PENATANGAN,2,0,0,0,2,0,0,0,0,0,0,0,DESEMBER,MAMASA,BUNTUMALANGKA,2023
10291,760202501,Pustu Kalonding,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMUJU,SAMPAGA,2023
10301,7603019,RSUD KONDO SAPATA,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMASA,BALLA,2023
10335,7602012,PUSKESMAS TOPORE,1,0,0,0,1,0,0,0,0,0,0,0,DESEMBER,MAMUJU,PAPALANG,2023
10347,760300202,POSKESDES UHAILANU,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMASA,ARALLE,2023
10362,7602005,PUSKESMAS RANGAS,8,0,2,1,0,1,0,0,3,0,0,1,DESEMBER,MAMUJU,SIMBORO,2023
10363,760200501,PUSKESDES SESE SELATAN,1,0,0,1,0,0,0,0,0,0,0,0,DESEMBER,MAMUJU,SIMBORO,2023
10370,760200407,POSKESDES PATIDDI,1,0,0,1,0,0,0,0,0,0,0,0,DESEMBER,MAMUJU,SIMBORO,2023
10378,7603020,RUMAH SAKIT BANUA MAMASE,18,0,0,10,2,0,1,0,5,0,0,0,DESEMBER,MAMASA,MAMASA,2023
10386,7602019,Puskesmas Dungkait,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMUJU,TAPALANG BARAT,2023
10417,760402208,POSKESDES TUBBI,5,0,3,1,1,0,0,0,0,0,0,0,DESEMBER,POLEWALI MANDAR,TUTAR,2023
10418,760402201,POSKESDES RATTE,9,0,4,1,4,0,0,0,0,0,0,0,DESEMBER,POLEWALI MANDAR,TUTAR,2023
10425,760402203,PUSTU BESOANGIN UTARA,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,POLEWALI MANDAR,TUTAR,2023
10429,7604029,PUSKESMAS WONOMULYO,15,0,0,4,0,0,1,0,7,2,0,1,DESEMBER,POLEWALI MANDAR,WONOMULYO,2023
10450,7605002,PKBRS MAJENE,8,0,0,0,5,1,0,0,0,2,0,0,DESEMBER,MAJENE,BANGGAE,2023
10458,7605007,PUSKESMAS TOTOLI,3,0,0,0,1,2,0,0,0,0,0,0,DESEMBER,MAJENE,BANGGAE,2023
10477,760500806,PUSTU BAMBANGAN,1,0,0,0,0,1,0,0,0,0,0,0,DESEMBER,MAJENE,MALUNDA,2023
10484,760500808,POSKESDES LOMBONG TIMUR,1,0,0,0,0,0,1,0,0,0,0,0,DESEMBER,MAJENE,MALUNDA,2023
10490,760101404,Polindes Tabalia,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,PASANGKAYU,DAPURANG,2023
10528,760500303,Poskesdes Buttu Tande,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAJENE,BANGGAE TIMUR,2023
10538,760500518,PUSTU SIRINDU,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAJENE,PAMBOANG,2023
10563,7604023,PUSKESMAS MATANGNGA,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,POLEWALI MANDAR,MATANGNGA,2023
10576,760404703,PUSTU TAKATIDUNG,7,0,1,1,5,0,0,0,0,0,0,0,DESEMBER,POLEWALI MANDAR,POLEWALI,2023
10586,7605013,PUSKESMAS SENDANA 1,1,0,0,0,0,0,0,0,1,0,0,0,DESEMBER,MAJENE,SENDANA,2023
10590,760501314,PUSTU TALLU BANUA,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAJENE,SENDANA,2023
10591,760501315,POSKESDES TULLU BULAN,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAJENE,SENDANA,2023
10595,760501307,PUSTU PUNDAU,2,0,1,0,1,0,0,0,0,0,0,0,DESEMBER,MAJENE,SENDANA,2023
10610,760403803,PUSTU PATAMPANUA,4,0,0,3,1,0,0,0,0,0,0,0,DESEMBER,POLEWALI MANDAR,MATAKALI,2023
10623,760500604,Poskesdes Waigamo,2,0,0,2,0,0,0,0,0,0,0,0,DESEMBER,MAJENE,TAMMERODO SENDANA,2023
10634,760402807,PUSTU RUMPA,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,POLEWALI MANDAR,MAPILLI,2023
10651,7605011,PKM SENDANA II,1,0,0,1,0,0,0,0,0,0,0,0,DESEMBER,MAJENE,TUBO SENDANA,2023
10652,760501108,"PRAKTEK MANDIRI BIDAN NURAENI, S.ST,",2,0,0,2,0,0,0,0,0,0,0,0,DESEMBER,MAJENE,TUBO SENDANA,2023
10660,760501002,PUSTU ULUMANDA,1,0,0,0,1,0,0,0,0,0,0,0,DESEMBER,MAJENE,ULUMANDA,2023
10675,7604020,PUSKESMAS LIMBORO,5,0,1,2,0,0,0,0,2,0,0,0,DESEMBER,POLEWALI MANDAR,LIMBORO,2023
10677,7604034,PUSKESMAS BATUPANGA,3,0,0,1,0,0,1,0,1,0,0,0,DESEMBER,POLEWALI MANDAR,LUYO,2023
10684,760403417,PUSTU BATUPANGA DAALA,26,0,0,1,25,0,0,0,0,0,0,0,DESEMBER,POLEWALI MANDAR,LUYO,2023
10690,7604021,PUSKESMAS TUTALLU,33,0,0,7,26,0,0,0,0,0,0,0,DESEMBER,POLEWALI MANDAR,ALLU,2023
10692,760402103,POSKESDES PAO - PAO,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,POLEWALI MANDAR,ALLU,2023
10698,7604010,PUSKESMAS CAMPALAGIAN,12,0,1,5,2,1,0,0,2,1,0,0,DESEMBER,POLEWALI MANDAR,CAMPALAGIAN,2023
10723,760600402,PKD KM 10,1,0,1,0,0,0,0,0,0,0,0,0,DESEMBER,MAMUJU TENGAH,BUDONG-BUDONG,2023
10732,760600404,pustu barakkang,4,0,0,3,0,0,0,0,1,0,0,0,DESEMBER,MAMUJU TENGAH,BUDONG-BUDONG,2023
10746,760600504,PUSTU SULOBAJA,3,0,0,0,2,1,0,0,0,0,0,0,DESEMBER,MAMUJU TENGAH,TOBADAK,2023
10750,760600501,PUSTU TOBADAK,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMUJU TENGAH,TOBADAK,2023
10752,760600502,PUSTU POLONGAAN,2,0,0,2,0,0,0,0,0,0,0,0,DESEMBER,MAMUJU TENGAH,TOBADAK,2023
10757,760600505,PUSTU BAMBADARU,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMUJU TENGAH,TOBADAK,2023
10762,760600603,PUSTU RAWA MAKMUR,1,0,0,0,0,0,0,0,1,0,0,0,DESEMBER,MAMUJU TENGAH,TOBADAK,2023
10777,7606010,Puskesmas lara,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMUJU TENGAH,KAROSSA,2023
10790,760601002,pustu salubiro,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,MAMUJU TENGAH,KAROSSA,2023
10796,760100207,PUSTU BAMBAIRA,0,0,0,0,0,0,0,0,0,0,0,0,DESEMBER,PASANGKAYU,BAMBAIRA,2023
10805,7606007,PUSKESMAS TOPOYO,7,0,0,0,2,1,0,0,4,0,0,0,DESEMBER,MAMUJU TENGAH,TOPOYO,2023
10816,760600804,PUSTU TABOLANG,1,0,0,1,0,0,0,0,0,0,0,0,DESEMBER,MAMUJU TENGAH,TOPOYO,2023
10821,760600801,PUSTU BAMBAMANURUNG,1,0,0,0,0,0,1,0,0,0,0,0,DESEMBER,MAMUJU TENGAH,TOPOYO,2023
3,760100207,PUSTU BAMBAIRA,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,PASANGKAYU,BAMBAIRA,2024
15,7601011,UPT PUSKESMAS BARAS 2,2,0,0,1,0,0,1,0,0,0,0,0,JANUARI,PASANGKAYU,BARAS,2024
18,760101103,Pustu Towoni,1,0,1,0,0,0,0,0,0,0,0,0,JANUARI,PASANGKAYU,BARAS,2024
27,7606010,Puskesmas lara,2,0,0,0,0,0,0,0,2,0,0,0,JANUARI,MAMUJU TENGAH,KAROSSA,2024
40,760601002,pustu salubiro,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAMUJU TENGAH,KAROSSA,2024
46,760101404,Polindes Tabalia,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,PASANGKAYU,DAPURANG,2024
70,760600203,Poskesdes Tritunggal,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAMUJU TENGAH,PANGALE,2024
72,760600106,Pustu Kuo,3,0,0,0,0,0,0,0,3,0,0,0,JANUARI,MAMUJU TENGAH,PANGALE,2024
75,760600205,Poskesdes Lamba- lamba,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAMUJU TENGAH,PANGALE,2024
76,760600204,Pustu Kombiling,1,0,0,1,0,0,0,0,0,0,0,0,JANUARI,MAMUJU TENGAH,PANGALE,2024
79,7604023,PUSKESMAS MATANGNGA,3,0,1,0,0,0,0,0,2,0,0,0,JANUARI,POLEWALI MANDAR,MATANGNGA,2024
90,760403803,PUSTU PATAMPANUA,3,0,0,1,0,1,0,0,1,0,0,0,JANUARI,POLEWALI MANDAR,MATAKALI,2024
99,760402807,PUSTU RUMPA,1,0,0,1,0,0,0,0,0,0,0,0,JANUARI,POLEWALI MANDAR,MAPILLI,2024
110,7601015,UPT PUSKESMAS DURIPOKU,2,0,0,0,2,0,0,0,0,0,0,0,JANUARI,PASANGKAYU,DURIPOKU,2024
122,760100804,POSKESDES BAMBAKORO,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,PASANGKAYU,LARIANG,2024
133,7601004,UPT PUSKESMAS PASANGKAYU 1,4,0,0,3,1,0,0,0,0,0,0,0,JANUARI,PASANGKAYU,PASANGKAYU,2024
136,7601016,RSUD Kabupaten Pasangkayu,33,0,0,0,1,0,0,0,1,20,0,11,JANUARI,PASANGKAYU,PASANGKAYU,2024
141,760301401,PUSTU TAWALIAN TIMUR,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAMASA,TAWALIAN,2024
172,760404703,PUSTU TAKATIDUNG,6,0,1,3,0,0,2,0,0,0,0,0,JANUARI,POLEWALI MANDAR,POLEWALI,2024
181,7604034,PUSKESMAS BATUPANGA,3,0,0,3,0,0,0,0,0,0,0,0,JANUARI,POLEWALI MANDAR,LUYO,2024
188,760403417,PUSTU BATUPANGA DAALA,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,POLEWALI MANDAR,LUYO,2024
211,7604020,PUSKESMAS LIMBORO,3,0,1,0,0,0,0,0,1,1,0,0,JANUARI,POLEWALI MANDAR,LIMBORO,2024
215,760600504,PUSTU SULOBAJA,2,1,0,1,0,0,0,0,0,0,0,0,JANUARI,MAMUJU TENGAH,TOBADAK,2024
219,760600501,PUSTU TOBADAK,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAMUJU TENGAH,TOBADAK,2024
221,760600502,PUSTU POLONGAAN,1,0,0,1,0,0,0,0,0,0,0,0,JANUARI,MAMUJU TENGAH,TOBADAK,2024
226,760600505,PUSTU BAMBADARU,3,0,0,0,0,0,0,0,3,0,0,0,JANUARI,MAMUJU TENGAH,TOBADAK,2024
231,760600603,PUSTU RAWA MAKMUR,2,0,0,0,0,0,0,0,2,0,0,0,JANUARI,MAMUJU TENGAH,TOBADAK,2024
233,7601001,UPT PUSKESMAS SARJO,11,1,0,2,0,0,0,0,8,0,0,0,JANUARI,PASANGKAYU,SARJO,2024
265,7604029,PUSKESMAS WONOMULYO,6,0,0,0,0,0,0,0,6,0,0,0,JANUARI,POLEWALI MANDAR,WONOMULYO,2024
289,760301004,Pustu Kalama,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAMASA,TABANG,2024
295,7604018,PUSKESMAS PAMBUSUANG,2,0,0,1,0,0,0,0,1,0,0,0,JANUARI,POLEWALI MANDAR,BALANIPA,2024
307,760402208,POSKESDES TUBBI,3,0,1,0,0,0,0,0,2,0,0,0,JANUARI,POLEWALI MANDAR,TUTAR,2024
308,760402201,POSKESDES RATTE,1,0,0,0,1,0,0,0,0,0,0,0,JANUARI,POLEWALI MANDAR,TUTAR,2024
315,760402203,PUSTU BESOANGIN UTARA,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,POLEWALI MANDAR,TUTAR,2024
336,7602009,PUSKESMAS BAMBU,8,0,0,4,4,0,0,0,0,0,0,0,JANUARI,MAMUJU,MAMUJU,2024
347,760100704,POSKESDES PAJALELE,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,PASANGKAYU,TIKKE RAYA,2024
348,7601007,UPT PUSKESMAS TIKKE,2,0,0,0,0,1,1,0,0,0,0,0,JANUARI,PASANGKAYU,TIKKE RAYA,2024
355,760101201,Pustu Kumasari,2,0,0,2,0,0,0,0,0,0,0,0,JANUARI,PASANGKAYU,SARUDU,2024
360,7604010,PUSKESMAS CAMPALAGIAN,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,POLEWALI MANDAR,CAMPALAGIAN,2024
381,760403705,Poskesdes Pulliwa,3,0,0,0,1,0,0,0,0,0,0,2,JANUARI,POLEWALI MANDAR,BULO,2024
402,760403303,Poskesdes Amola,1,1,0,0,0,0,0,0,0,0,0,0,JANUARI,POLEWALI MANDAR,BINUANG,2024
418,7603020,RUMAH SAKIT BANUA MAMASE,8,0,0,2,5,0,0,0,1,0,0,0,JANUARI,MAMASA,MAMASA,2024
429,760300202,POSKESDES UHAILANU,1,0,0,1,0,0,0,0,0,0,0,0,JANUARI,MAMASA,ARALLE,2024
438,7602020,Puskesmas Tampa Padang,8,0,0,3,0,1,1,0,3,0,0,0,JANUARI,MAMUJU,KALUKKU,2024
445,7602022,Puskesmas Ranga- Ranga,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAMUJU,KALUKKU,2024
476,760202603,Poskesdes Kasambang,1,0,0,1,0,0,0,0,0,0,0,0,JANUARI,MAMUJU,TAPALANG,2024
480,760202601,Pustu Taan,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAMUJU,TAPALANG,2024
489,760501002,PUSTU ULUMANDA,4,0,0,0,4,0,0,0,0,0,0,0,JANUARI,MAJENE,ULUMANDA,2024
501,7605011,PKM SENDANA II,4,0,0,1,0,0,1,0,2,0,0,0,JANUARI,MAJENE,TUBO SENDANA,2024
502,760501108,"PRAKTEK MANDIRI BIDAN NURAENI, S.ST,",1,0,1,0,0,0,0,0,0,0,0,0,JANUARI,MAJENE,TUBO SENDANA,2024
514,7602030,PKM Bonehau Mesa Kada,3,0,0,1,0,2,0,0,0,0,0,0,JANUARI,MAMUJU,BONEHAU,2024
521,760300608,PUSTU TABONE,2,0,1,0,0,0,0,0,1,0,0,0,JANUARI,MAMASA,SUMARORONG,2024
546,7604021,PUSKESMAS TUTALLU,1,0,0,0,1,0,0,0,0,0,0,0,JANUARI,POLEWALI MANDAR,ALLU,2024
548,760402103,POSKESDES PAO - PAO,2,0,0,2,0,0,0,0,0,0,0,0,JANUARI,POLEWALI MANDAR,ALLU,2024
555,760500806,PUSTU BAMBANGAN,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAJENE,MALUNDA,2024
562,760500808,POSKESDES LOMBONG TIMUR,2,0,0,1,0,1,0,0,0,0,0,0,JANUARI,MAJENE,MALUNDA,2024
586,7605002,PKBRS MAJENE,11,0,0,0,1,0,0,0,2,1,0,7,JANUARI,MAJENE,BANGGAE,2024
594,7605007,PUSKESMAS TOTOLI,4,0,0,1,0,0,2,0,1,0,0,0,JANUARI,MAJENE,BANGGAE,2024
613,7603004,PUSKESMAS PANA',0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAMASA,PANA,2024
614,760300401,PUSTU MANIPI',0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAMASA,PANA,2024
631,760500303,Poskesdes Buttu Tande,3,0,0,0,0,0,0,0,3,0,0,0,JANUARI,MAJENE,BANGGAE TIMUR,2024
641,760500518,PUSTU SIRINDU,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAJENE,PAMBOANG,2024
672,7602005,PUSKESMAS RANGAS,9,0,1,4,0,0,0,0,2,2,0,0,JANUARI,MAMUJU,SIMBORO,2024
673,760200501,PUSKESDES SESE SELATAN,2,0,0,2,0,0,0,0,0,0,0,0,JANUARI,MAMUJU,SIMBORO,2024
681,760200407,POSKESDES PATIDDI,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAMUJU,SIMBORO,2024
702,760300101,Pustu Sendana,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAMASA,MAMBI,2024
713,760301305,PUSTU MASEWE,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAMASA,NOSU,2024
722,7602012,PUSKESMAS TOPORE,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAMUJU,PAPALANG,2024
733,7605013,PUSKESMAS SENDANA 1,1,0,0,1,0,0,0,0,0,0,0,0,JANUARI,MAJENE,SENDANA,2024
737,760501314,PUSTU TALLU BANUA,3,1,0,1,1,0,0,0,0,0,0,0,JANUARI,MAJENE,SENDANA,2024
738,760501315,POSKESDES TULLU BULAN,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAJENE,SENDANA,2024
742,760501307,PUSTU PUNDAU,1,0,0,1,0,0,0,0,0,0,0,0,JANUARI,MAJENE,SENDANA,2024
775,7603016,PKM BUNTU MALANGKA,2,0,0,0,1,0,0,0,1,0,0,0,JANUARI,MAMASA,BUNTUMALANGKA,2024
782,760301603,PUSTU PENATANGAN,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAMASA,BUNTUMALANGKA,2024
788,7603015,PUSKESMAS RANTEBULAHAN TIMUR,1,0,0,0,0,0,0,0,1,0,0,0,JANUARI,MAMASA,RANTEBULAHAN TIMUR,2024
798,760202501,Pustu Kalonding,1,0,0,1,0,0,0,0,0,0,0,0,JANUARI,MAMUJU,SAMPAGA,2024
808,7603019,RSUD KONDO SAPATA,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAMASA,BALLA,2024
824,760500604,Poskesdes Waigamo,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAJENE,TAMMERODO SENDANA,2024
854,760600402,PKD KM 10,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAMUJU TENGAH,BUDONG-BUDONG,2024
863,760600404,pustu barakkang,2,0,2,0,0,0,0,0,0,0,0,0,JANUARI,MAMUJU TENGAH,BUDONG-BUDONG,2024
868,7606007,PUSKESMAS TOPOYO,5,0,0,0,0,0,0,0,5,0,0,0,JANUARI,MAMUJU TENGAH,TOPOYO,2024
879,760600804,PUSTU TABOLANG,1,0,0,0,1,0,0,0,0,0,0,0,JANUARI,MAMUJU TENGAH,TOPOYO,2024
885,760600801,PUSTU BAMBAMANURUNG,3,0,3,0,0,0,0,0,0,0,0,0,JANUARI,MAMUJU TENGAH,TOPOYO,2024
893,7602019,Puskesmas Dungkait,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,MAMUJU,TAPALANG BARAT,2024
905,760100313,Pustu Sawi,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,PASANGKAYU,BAMBALAMOTU,2024
907,760100307,Poskesdes Hikma,0,0,0,0,0,0,0,0,0,0,0,0,JANUARI,PASANGKAYU,BAMBALAMOTU,2024
913,760100302,Pustu Kalola,1,0,1,0,0,0,0,0,0,0,0,0,JANUARI,PASANGKAYU,BAMBALAMOTU,2024
921,760501002,PUSTU ULUMANDA,1,0,0,0,1,0,0,0,0,0,0,0,FEBRUARI,MAJENE,ULUMANDA,2024
930,760300202,POSKESDES UHAILANU,3,0,0,3,0,0,0,0,0,0,0,0,FEBRUARI,MAMASA,ARALLE,2024
945,7605011,PKM SENDANA II,0,0,0,0,0,0,0,0,0,0,0,0,FEBRUARI,MAJENE,TUBO SENDANA,2024
946,760501108,"PRAKTEK MANDIRI BIDAN NURAENI, S.ST,",1,0,0,0,0,0,0,0,0,1,0,0,FEBRUARI,MAJENE,TUBO SENDANA,2024
966,7604021,PUSKESMAS TUTALLU,0,0,0,0,0,0,0,0,0,0,0,0,FEBRUARI,POLEWALI MANDAR,ALLU,2024
968,760402103,POSKESDES PAO - PAO,1,0,0,0,1,0,0,0,0,0,0,0,FEBRUARI,POLEWALI MANDAR,ALLU,2024
982,7602030,PKM Bonehau Mesa Kada,0,0,0,0,0,0,0,0,0,0,0,0,FEBRUARI,MAMUJU,BONEHAU,2024
989,760300608,PUSTU TABONE,0,0,0,0,0,0,0,0,0,0,0,0,FEBRUARI,MAMASA,SUMARORONG,2024
1003,760100704,POSKESDES PAJALELE,3,0,2,1,0,0,0,0,0,0,0,0,FEBRUARI,PASANGKAYU,TIKKE RAYA,2024
1004,7601007,UPT PUSKESMAS TIKKE,1,0,1,0,0,0,0,0,0,0,0,0,FEBRUARI,PASANGKAYU,TIKKE RAYA,2024
1011,760101201,Pustu Kumasari,2,0,0,1,0,0,0,0,1,0,0,0,FEBRUARI,PASANGKAYU,SARUDU,2024
1017,760403705,Poskesdes Pulliwa,0,0,0,0,0,0,0,0,0,0,0,0,FEBRUARI,POLEWALI MANDAR,BULO,2024
1038,760403303,Poskesdes Amola,0,0,0,0,0,0,0,0,0,0,0,0,FEBRUARI,POLEWALI MANDAR,BINUANG,2024
1042,760202603,Poskesdes Kasambang,3,0,0,2,1,0,0,0,0,0,0,0,FEBRUARI,MAMUJU,TAPALANG,2024
1046,760202601,Pustu Taan,1,0,0,0,0,1,0,0,0,0,0,0,FEBRUARI,MAMUJU,TAPALANG,2024
1051,7604029,PUSKESMAS WONOMULYO,47,0,0,5,0,0,3,0,33,6,0,0,FEBRUARI,POLEWALI MANDAR,WONOMULYO,2024
1075,760301004,Pustu Kalama,0,0,0,0,0,0,0,0,0,0,0,0,FEBRUARI,MAMASA,TABANG,2024
1080,7604010,PUSKESMAS CAMPALAGIAN,5,0,0,2,0,0,0,0,3,0,0,0,FEBRUARI,POLEWALI MANDAR,CAMPALAGIAN,2024
1102,760600504,PUSTU SULOBAJA,1,0,0,1,0,0,0,0,0,0,0,0,FEBRUARI,MAMUJU TENGAH,TOBADAK,2024
1106,760600501,PUSTU TOBADAK,3,0,0,0,3,0,0,0,0,0,0,0,FEBRUARI,MAMUJU TENGAH,TOBADAK,2024
1108,760600502,PUSTU POLONGAAN,2,0,0,2,0,0,0,0,0,0,0,0,FEBRUARI,MAMUJU TENGAH,TOBADAK,2024
1113,760600505,PUSTU BAMBADARU,2,0,0,0,0,0,1,0,1,0,0,0,FEBRUARI,MAMUJU TENGAH,TOBADAK,2024
1118,760600603,PUSTU RAWA MAKMUR,0,0,0,0,0,0,0,0,0,0,0,0,FEBRUARI,MAMUJU TENGAH,TOBADAK,2024
1122,760402807,PUSTU RUMPA,1,0,0,0,1,0,0,0,0,0,0,0,FEBRUARI,POLEWALI MANDAR,MAPILLI,2024
1135,760402208,POSKESDES TUBBI,0,0,0,0,0,0,0,0,0,0,0,0,FEBRUARI,POLEWALI MANDAR,TUTAR,2024
1136,760402201,POSKESDES RATTE,0,0,0,0,0,0,0,0,0,0,0,0,FEBRUARI,POLEWALI MANDAR,TUTAR,2024
1143,760402203,PUSTU BESOANGIN UTARA,5,0,0,4,1,0,0,0,0,0,0,0,FEBRUARI,POLEWALI MANDAR,TUTAR,2024
1165,7602009,PUSKESMAS BAMBU,5,0,0,4,0,1,0,0,0,0,0,0,FEBRUARI,MAMUJU,MAMUJU,2024
1171,7603004,PUSKESMAS PANA',0,0,0,0,0,0,0,0,0,0,0,0,FEBRUARI,MAMASA,PANA,2024
1172,760300401,PUSTU MANIPI',0,0,0,0,0,0,0,0,0,0,0,0,FEBRUARI,MAMASA,PANA,2024
1189,760500303,Poskesdes Buttu Tande,1,0,0,1,0,0,0,0,0,0,0,0,FEBRUARI,MAJENE,BANGGAE TIMUR,2024
1208,7605002,PKBRS MAJENE,0,0,0,0,0,0,0,0,0,0,0,0,FEBRUARI,MAJENE,BANGGAE,2024
1216,7605007,PUSKESMAS TOTOLI,3,0,0,2,0,1,0,0,0,0,0,0,FEBRUARI,MAJENE,BANGGAE,2024
1231,760300101,Pustu Sendana,3,0,1,0,0,2,0,0,0,0,0,0,FEBRUARI,MAMASA,MAMBI,2024
1239,7602019,Puskesmas Dungkait,1,0,0,0,0,0,0,0,1,0,0,0,FEBRUARI,MAMUJU,TAPALANG BARAT,2024
1250,760500806,PUSTU BAMBANGAN,0,0,0,0,0,0,0,0,0,0,0,0,FEBRUARI,MAJENE,MALUNDA,2024
1257,760500808,POSKESDES LOMBONG TIMUR,2,0,0,0,1,0,0,0,0,1,0,0,FEBRUARI,MAJENE,MALUNDA,2024
1282,760202501,Pustu Kalonding,1,0,0,1,0,0,0,0,0,0,0,0,FEBRUARI,MAMUJU,SAMPAGA,2024
1295,7602012,PUSKESMAS TOPORE,23,0,0,4,2,0,0,0,17,0,0,0,FEBRUARI,MAMUJU,PAPALANG,2024
1307,760500518,PUSTU SIRINDU,0,0,0,0,0,0,0,0,0,0,0,0,FEBRUARI,MAJENE,PAMBOANG,2024
1335,760301305,PUSTU MASEWE,1,0,0,0,0,0,0,0,1,0,0,0,FEBRUARI,MAMASA,NOSU,2024
1361,7605013,PUSKESMAS SENDANA 1,26,0,4,0,0,0,0,8,8,6,0,0,FEBRUARI,MAJENE,SENDANA,2024
1365,760501314,PUSTU TALLU BANUA,3,0,0,2,1,0,0,0,0,0,0,0,FEBRUARI,MAJENE,SENDANA,2024
1366,760501315,POSKESDES TULLU BULAN,0,0,0,0,0,0,0,0,0,0,0,0,FEBRUARI,MAJENE,SENDANA,2024
1370,760501307,PUSTU PUNDAU,1,0,0,1,0,0,0,0,0,0,0,0,FEBRUARI,MAJENE,SENDANA,2024
1383,7603016,PKM BUNTU MALANGKA,2,0,0,0,0,0,0,0,2,0,0,0,FEBRUARI,MAMASA,BUNTUMALANGKA,2024
1390,760301603,PUSTU PENATANGAN,4,0,2,0,2,0,0,0,0,0,0,0,FEBRUARI,MAMASA,BUNTUMALANGKA,2024
1413,7602020,Puskesmas Tampa Padang,9,0,1,0,5,1,0,0,2,0,0,0,FEBRUARI,MAMUJU,KALUKKU,2024
