...1,KODE,NAMA FASKES,JUMLAH PESERTA KB BARU,1 BULANAN,3 BULANAN KOMBINASI,3 BULANAN PROGESTIN,KOMBINASI,PROGESTIN,KONDOM,1 BATANG,2 BATANG,IUD,VASEKTOMI,TUBEKTOMI,BULAN,KABUPATEN,KECAMATAN,TAHUN
4066,760200407,POSKESDES PATIDDI,0,0,0,0,0,0,0,0,0,0,0,0,MEI,MAMUJU,SIMBORO,2023
4072,7602012,PUSKESMAS TOPORE,19,0,6,3,8,0,2,0,0,0,0,0,MEI,MAMUJU,PAPALANG,2023
4101,760600504,PUSTU SULOBAJA,0,0,0,0,0,0,0,0,0,0,0,0,MEI,MAMUJU TENGAH,TOBADAK,2023
4105,760600501,PUSTU TOBADAK,1,0,0,1,0,0,0,0,0,0,0,0,MEI,MAMUJU TENGAH,TOBADAK,2023
4107,760600502,PUSTU POLONGAAN,0,0,0,0,0,0,0,0,0,0,0,0,MEI,MAMUJU TENGAH,TOBADAK,2023
4112,760600505,PUSTU BAMBADARU,0,0,0,0,0,0,0,0,0,0,0,0,MEI,MAMUJU TENGAH,TOBADAK,2023
4118,7602019,Puskesmas Dungkait,8,0,0,0,0,0,0,6,0,1,0,1,MEI,MAMUJU,TAPALANG BARAT,2023
4129,7605002,PKBRS MAJENE,21,0,0,0,10,0,0,0,3,0,0,8,MEI,MAJENE,BANGGAE,2023
4137,7605007,PUSKESMAS TOTOLI,4,0,0,3,0,1,0,0,0,0,0,0,MEI,MAJENE,BANGGAE,2023
4158,760202501,Pustu Kalonding,0,0,0,0,0,0,0,0,0,0,0,0,MEI,MAMUJU,SAMPAGA,2023
4168,760300608,PUSTU TABONE,0,0,0,0,0,0,0,0,0,0,0,0,MEI,MAMASA,SUMARORONG,2023
4194,7602030,PKM Bonehau Mesa Kada,0,0,0,0,0,0,0,0,0,0,0,0,MEI,MAMUJU,BONEHAU,2023
4227,760100804,POSKESDES BAMBAKORO,2,0,0,2,0,0,0,0,0,0,0,0,MEI,PASANGKAYU,LARIANG,2023
4235,7603020,RUMAH SAKIT BANUA MAMASE,6,0,0,3,2,0,0,0,1,0,0,0,MEI,MAMASA,MAMASA,2023
4250,760600402,PKD KM 10,0,0,0,0,0,0,0,0,0,0,0,0,MEI,MAMUJU TENGAH,BUDONG-BUDONG,2023
4259,760600404,pustu barakkang,0,0,0,0,0,0,0,0,0,0,0,0,MEI,MAMUJU TENGAH,BUDONG-BUDONG,2023
4277,760100313,Pustu Sawi,0,0,0,0,0,0,0,0,0,0,0,0,MEI,PASANGKAYU,BAMBALAMOTU,2023
4279,760100307,Poskesdes Hikma,1,0,0,1,0,0,0,0,0,0,0,0,MEI,PASANGKAYU,BAMBALAMOTU,2023
4285,760100302,Pustu Kalola,0,0,0,0,0,0,0,0,0,0,0,0,MEI,PASANGKAYU,BAMBALAMOTU,2023
4291,760101404,Polindes Tabalia,0,0,0,0,0,0,0,0,0,0,0,0,MEI,PASANGKAYU,DAPURANG,2023
4312,760100207,PUSTU BAMBAIRA,2,0,0,2,0,0,0,0,0,0,0,0,MEI,PASANGKAYU,BAMBAIRA,2023
4324,7601011,UPT PUSKESMAS BARAS 2,2,0,0,2,0,0,0,0,0,0,0,0,MEI,PASANGKAYU,BARAS,2023
4327,760101103,Pustu Towoni,1,0,1,0,0,0,0,0,0,0,0,0,MEI,PASANGKAYU,BARAS,2023
4334,760101201,Pustu Kumasari,0,0,0,0,0,0,0,0,0,0,0,0,MEI,PASANGKAYU,SARUDU,2023
4341,7606007,PUSKESMAS TOPOYO,3,0,0,0,0,0,0,0,3,0,0,0,MEI,MAMUJU TENGAH,TOPOYO,2023
4352,760600804,PUSTU TABOLANG,6,1,0,0,4,0,0,0,1,0,0,0,MEI,MAMUJU TENGAH,TOPOYO,2023
4357,760600801,PUSTU BAMBAMANURUNG,1,0,0,0,0,0,0,0,1,0,0,0,MEI,MAMUJU TENGAH,TOPOYO,2023
4368,760301004,Pustu Kalama,0,0,0,0,0,0,0,0,0,0,0,0,MEI,MAMASA,TABANG,2023
4377,760600203,Poskesdes Tritunggal,0,0,0,0,0,0,0,0,0,0,0,0,MEI,MAMUJU TENGAH,PANGALE,2023
4379,760600106,Pustu Kuo,7,0,0,7,0,0,0,0,0,0,0,0,MEI,MAMUJU TENGAH,PANGALE,2023
4382,760600205,Poskesdes Lamba- lamba,0,0,0,0,0,0,0,0,0,0,0,0,MEI,MAMUJU TENGAH,PANGALE,2023
4383,760600204,Pustu Kombiling,5,0,0,2,0,0,0,0,3,0,0,0,MEI,MAMUJU TENGAH,PANGALE,2023
4386,7604010,PUSKESMAS CAMPALAGIAN,4,0,0,4,0,0,0,0,0,0,0,0,MEI,POLEWALI MANDAR,CAMPALAGIAN,2023
4416,760403303,Poskesdes Amola,1,1,0,0,0,0,0,0,0,0,0,0,MEI,POLEWALI MANDAR,BINUANG,2023
4425,7606010,Puskesmas lara,5,0,0,2,0,0,0,0,3,0,0,0,MEI,MAMUJU TENGAH,KAROSSA,2023
4438,760601002,pustu salubiro,1,0,0,1,0,0,0,0,0,0,0,0,MEI,MAMUJU TENGAH,KAROSSA,2023
4442,7601015,UPT PUSKESMAS DURIPOKU,11,0,0,3,2,0,0,0,6,0,0,0,MEI,PASANGKAYU,DURIPOKU,2023
4451,760501002,PUSTU ULUMANDA,4,0,0,3,1,0,0,0,0,0,0,0,MEI,MAJENE,ULUMANDA,2023
4458,7605013,PUSKESMAS SENDANA 1,11,0,1,3,2,0,1,0,1,3,0,0,MEI,MAJENE,SENDANA,2023
4462,760501314,PUSTU TALLU BANUA,2,0,0,1,1,0,0,0,0,0,0,0,MEI,MAJENE,SENDANA,2023
4463,760501315,POSKESDES TULLU BULAN,2,0,2,0,0,0,0,0,0,0,0,0,MEI,MAJENE,SENDANA,2023
4467,760501307,PUSTU PUNDAU,0,0,0,0,0,0,0,0,0,0,0,0,MEI,MAJENE,SENDANA,2023
4499,760500806,PUSTU BAMBANGAN,5,0,2,1,0,0,0,0,2,0,0,0,JUNI,MAJENE,MALUNDA,2023
4506,760500808,POSKESDES LOMBONG TIMUR,6,0,0,4,0,0,1,0,0,1,0,0,JUNI,MAJENE,MALUNDA,2023
4519,7601004,UPT PUSKESMAS PASANGKAYU 1,5,0,0,2,1,0,0,0,2,0,0,0,JUNI,PASANGKAYU,PASANGKAYU,2023
4522,7601016,RSUD Kabupaten Pasangkayu,49,0,0,0,2,0,4,0,0,30,0,13,JUNI,PASANGKAYU,PASANGKAYU,2023
4532,760500604,Poskesdes Waigamo,2,0,0,2,0,0,0,0,0,0,0,0,JUNI,MAJENE,TAMMERODO SENDANA,2023
4543,760500518,PUSTU SIRINDU,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,MAJENE,PAMBOANG,2023
4569,760301401,PUSTU TAWALIAN TIMUR,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,MAMASA,TAWALIAN,2023
4580,7605011,PKM SENDANA II,1,0,0,0,0,0,1,0,0,0,0,0,JUNI,MAJENE,TUBO SENDANA,2023
4581,760501108,"PRAKTEK MANDIRI BIDAN NURAENI, S.ST,",2,0,0,0,0,0,0,0,0,2,0,0,JUNI,MAJENE,TUBO SENDANA,2023
4586,760202603,Poskesdes Kasambang,1,0,0,0,1,0,0,0,0,0,0,0,JUNI,MAMUJU,TAPALANG,2023
4590,760202601,Pustu Taan,6,0,0,0,0,0,0,1,5,0,0,0,JUNI,MAMUJU,TAPALANG,2023
4596,7603015,PUSKESMAS RANTEBULAHAN TIMUR,2,0,0,0,2,0,0,0,0,0,0,0,JUNI,MAMASA,RANTEBULAHAN TIMUR,2023
4627,760301305,PUSTU MASEWE,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,MAMASA,NOSU,2023
4638,7602005,PUSKESMAS RANGAS,20,0,0,2,1,0,1,9,6,1,0,0,JUNI,MAMUJU,SIMBORO,2023
4639,760200501,PUSKESDES SESE SELATAN,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,MAMUJU,SIMBORO,2023
4646,760200407,POSKESDES PATIDDI,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,MAMUJU,SIMBORO,2023
4654,760300101,Pustu Sendana,4,0,1,1,1,1,0,0,0,0,0,0,JUNI,MAMASA,MAMBI,2023
4690,7602030,PKM Bonehau Mesa Kada,8,0,0,0,8,0,0,0,0,0,0,0,JUNI,MAMUJU,BONEHAU,2023
4706,7603016,PKM BUNTU MALANGKA,3,0,0,0,1,0,0,0,2,0,0,0,JUNI,MAMASA,BUNTUMALANGKA,2023
4713,760301603,PUSTU PENATANGAN,1,0,0,1,0,0,0,0,0,0,0,0,JUNI,MAMASA,BUNTUMALANGKA,2023
4724,7605002,PKBRS MAJENE,16,0,7,0,0,0,1,0,0,0,1,7,JUNI,MAJENE,BANGGAE,2023
4732,7605007,PUSKESMAS TOTOLI,9,1,0,3,4,0,1,0,0,0,0,0,JUNI,MAJENE,BANGGAE,2023
4741,7602019,Puskesmas Dungkait,6,0,0,2,0,0,0,4,0,0,0,0,JUNI,MAMUJU,TAPALANG BARAT,2023
4753,760202501,Pustu Kalonding,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,MAMUJU,SAMPAGA,2023
4768,7603020,RUMAH SAKIT BANUA MAMASE,9,0,0,1,0,0,0,0,6,2,0,0,JUNI,MAMASA,MAMASA,2023
4783,760600402,PKD KM 10,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,MAMUJU TENGAH,BUDONG-BUDONG,2023
4792,760600404,pustu barakkang,7,0,1,0,2,0,1,0,3,0,0,0,JUNI,MAMUJU TENGAH,BUDONG-BUDONG,2023
4799,7602012,PUSKESMAS TOPORE,29,0,0,5,6,0,1,12,5,0,0,0,JUNI,MAMUJU,PAPALANG,2023
4810,760600504,PUSTU SULOBAJA,6,0,0,3,1,1,1,0,0,0,0,0,JUNI,MAMUJU TENGAH,TOBADAK,2023
4814,760600501,PUSTU TOBADAK,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,MAMUJU TENGAH,TOBADAK,2023
4816,760600502,PUSTU POLONGAAN,1,0,0,1,0,0,0,0,0,0,0,0,JUNI,MAMUJU TENGAH,TOBADAK,2023
4821,760600505,PUSTU BAMBADARU,1,0,0,1,0,0,0,0,0,0,0,0,JUNI,MAMUJU TENGAH,TOBADAK,2023
4834,760100804,POSKESDES BAMBAKORO,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,PASANGKAYU,LARIANG,2023
4838,760101404,Polindes Tabalia,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,PASANGKAYU,DAPURANG,2023
4868,760100207,PUSTU BAMBAIRA,2,0,0,0,0,2,0,0,0,0,0,0,JUNI,PASANGKAYU,BAMBAIRA,2023
4877,7606007,PUSKESMAS TOPOYO,8,0,0,0,2,3,0,0,2,1,0,0,JUNI,MAMUJU TENGAH,TOPOYO,2023
4888,760600804,PUSTU TABOLANG,7,0,2,0,0,0,0,0,5,0,0,0,JUNI,MAMUJU TENGAH,TOPOYO,2023
4893,760600801,PUSTU BAMBAMANURUNG,1,0,0,1,0,0,0,0,0,0,0,0,JUNI,MAMUJU TENGAH,TOPOYO,2023
4905,7601011,UPT PUSKESMAS BARAS 2,10,0,0,0,1,0,0,0,9,0,0,0,JUNI,PASANGKAYU,BARAS,2023
4908,760101103,Pustu Towoni,1,0,0,1,0,0,0,0,0,0,0,0,JUNI,PASANGKAYU,BARAS,2023
4925,760300608,PUSTU TABONE,2,0,0,0,0,0,0,0,2,0,0,0,JUNI,MAMASA,SUMARORONG,2023
4934,7604029,PUSKESMAS WONOMULYO,63,4,1,8,3,0,4,0,35,8,0,0,JUNI,POLEWALI MANDAR,WONOMULYO,2023
4973,760500303,Poskesdes Buttu Tande,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,MAJENE,BANGGAE TIMUR,2023
4983,760402208,POSKESDES TUBBI,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,POLEWALI MANDAR,TUTAR,2023
4984,760402201,POSKESDES RATTE,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,POLEWALI MANDAR,TUTAR,2023
4991,760402203,PUSTU BESOANGIN UTARA,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,POLEWALI MANDAR,TUTAR,2023
5010,7603004,PUSKESMAS PANA',9,0,3,0,0,0,0,0,6,0,0,0,JUNI,MAMASA,PANA,2023
5011,760300401,PUSTU MANIPI',0,0,0,0,0,0,0,0,0,0,0,0,JUNI,MAMASA,PANA,2023
5027,760300202,POSKESDES UHAILANU,1,0,0,0,1,0,0,0,0,0,0,0,JUNI,MAMASA,ARALLE,2023
5037,7603019,RSUD KONDO SAPATA,1,0,0,0,1,0,0,0,0,0,0,0,JUNI,MAMASA,BALLA,2023
5047,7602020,Puskesmas Tampa Padang,47,0,2,7,2,2,0,9,24,1,0,0,JUNI,MAMUJU,KALUKKU,2023
5053,7602022,Puskesmas Ranga- Ranga,2,0,0,0,2,0,0,0,0,0,0,0,JUNI,MAMUJU,KALUKKU,2023
5095,760600203,Poskesdes Tritunggal,1,0,0,0,0,0,0,0,1,0,0,0,JUNI,MAMUJU TENGAH,PANGALE,2023
5097,760600106,Pustu Kuo,2,0,0,2,0,0,0,0,0,0,0,0,JUNI,MAMUJU TENGAH,PANGALE,2023
5100,760600205,Poskesdes Lamba- lamba,2,0,0,0,0,0,0,0,2,0,0,0,JUNI,MAMUJU TENGAH,PANGALE,2023
5101,760600204,Pustu Kombiling,4,0,0,1,1,0,0,1,1,0,0,0,JUNI,MAMUJU TENGAH,PANGALE,2023
5104,7604023,PUSKESMAS MATANGNGA,3,0,0,0,0,0,1,0,2,0,0,0,JUNI,POLEWALI MANDAR,MATANGNGA,2023
5117,760100704,POSKESDES PAJALELE,1,0,0,1,0,0,0,0,0,0,0,0,JUNI,PASANGKAYU,TIKKE RAYA,2023
5118,7601007,UPT PUSKESMAS TIKKE,11,0,1,2,0,0,0,0,8,0,0,0,JUNI,PASANGKAYU,TIKKE RAYA,2023
5125,760301004,Pustu Kalama,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,MAMASA,TABANG,2023
5144,7602009,PUSKESMAS BAMBU,4,0,4,0,0,0,0,0,0,0,0,0,JUNI,MAMUJU,MAMUJU,2023
5150,7601015,UPT PUSKESMAS DURIPOKU,2,0,0,0,0,0,0,0,2,0,0,0,JUNI,PASANGKAYU,DURIPOKU,2023
5156,7605013,PUSKESMAS SENDANA 1,4,0,0,0,2,0,0,0,2,0,0,0,JUNI,MAJENE,SENDANA,2023
5160,760501314,PUSTU TALLU BANUA,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,MAJENE,SENDANA,2023
5161,760501315,POSKESDES TULLU BULAN,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,MAJENE,SENDANA,2023
5165,760501307,PUSTU PUNDAU,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,MAJENE,SENDANA,2023
5182,760404703,PUSTU TAKATIDUNG,10,3,2,4,1,0,0,0,0,0,0,0,JUNI,POLEWALI MANDAR,POLEWALI,2023
5193,760402807,PUSTU RUMPA,3,0,0,2,1,0,0,0,0,0,0,0,JUNI,POLEWALI MANDAR,MAPILLI,2023
5213,7604020,PUSKESMAS LIMBORO,28,0,5,0,4,2,5,0,12,0,0,0,JUNI,POLEWALI MANDAR,LIMBORO,2023
5217,7604018,PUSKESMAS PAMBUSUANG,35,0,0,7,5,1,3,17,2,0,0,0,JUNI,POLEWALI MANDAR,BALANIPA,2023
5228,760403705,Poskesdes Pulliwa,1,0,0,0,0,0,0,0,1,0,0,0,JUNI,POLEWALI MANDAR,BULO,2023
5237,7604034,PUSKESMAS BATUPANGA,39,0,9,3,4,0,0,0,22,1,0,0,JUNI,POLEWALI MANDAR,LUYO,2023
5244,760403417,PUSTU BATUPANGA DAALA,1,0,1,0,0,0,0,0,0,0,0,0,JUNI,POLEWALI MANDAR,LUYO,2023
5250,7604021,PUSKESMAS TUTALLU,39,0,0,1,9,0,0,0,29,0,0,0,JUNI,POLEWALI MANDAR,ALLU,2023
5252,760402103,POSKESDES PAO - PAO,1,0,0,1,0,0,0,0,0,0,0,0,JUNI,POLEWALI MANDAR,ALLU,2023
5265,7601001,UPT PUSKESMAS SARJO,2,1,0,1,0,0,0,0,0,0,0,0,JUNI,PASANGKAYU,SARJO,2023
5272,760403803,PUSTU PATAMPANUA,43,0,0,6,0,34,3,0,0,0,0,0,JUNI,POLEWALI MANDAR,MATAKALI,2023
5299,760501002,PUSTU ULUMANDA,1,0,0,0,1,0,0,0,0,0,0,0,JUNI,MAJENE,ULUMANDA,2023
5309,760101201,Pustu Kumasari,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,PASANGKAYU,SARUDU,2023
5326,760403303,Poskesdes Amola,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,POLEWALI MANDAR,BINUANG,2023
5329,7604010,PUSKESMAS CAMPALAGIAN,19,0,1,6,3,1,0,1,7,0,0,0,JUNI,POLEWALI MANDAR,CAMPALAGIAN,2023
5353,7606010,Puskesmas lara,22,0,0,0,0,0,2,5,15,0,0,0,JUNI,MAMUJU TENGAH,KAROSSA,2023
5366,760601002,pustu salubiro,5,0,1,2,2,0,0,0,0,0,0,0,JUNI,MAMUJU TENGAH,KAROSSA,2023
5372,760100313,Pustu Sawi,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,PASANGKAYU,BAMBALAMOTU,2023
5374,760100307,Poskesdes Hikma,0,0,0,0,0,0,0,0,0,0,0,0,JUNI,PASANGKAYU,BAMBALAMOTU,2023
5380,760100302,Pustu Kalola,1,0,0,1,0,0,0,0,0,0,0,0,JUNI,PASANGKAYU,BAMBALAMOTU,2023
5386,760100207,PUSTU BAMBAIRA,0,0,0,0,0,0,0,0,0,0,0,0,JULI,PASANGKAYU,BAMBAIRA,2023
5395,7606007,PUSKESMAS TOPOYO,4,0,1,2,0,0,0,0,1,0,0,0,JULI,MAMUJU TENGAH,TOPOYO,2023
5406,760600804,PUSTU TABOLANG,5,1,0,2,2,0,0,0,0,0,0,0,JULI,MAMUJU TENGAH,TOPOYO,2023
5411,760600801,PUSTU BAMBAMANURUNG,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMUJU TENGAH,TOPOYO,2023
5430,760600203,Poskesdes Tritunggal,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMUJU TENGAH,PANGALE,2023
5432,760600106,Pustu Kuo,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMUJU TENGAH,PANGALE,2023
5435,760600205,Poskesdes Lamba- lamba,3,0,0,2,1,0,0,0,0,0,0,0,JULI,MAMUJU TENGAH,PANGALE,2023
5436,760600204,Pustu Kombiling,2,0,0,0,1,0,0,0,1,0,0,0,JULI,MAMUJU TENGAH,PANGALE,2023
5441,760600504,PUSTU SULOBAJA,1,0,0,1,0,0,0,0,0,0,0,0,JULI,MAMUJU TENGAH,TOBADAK,2023
5445,760600501,PUSTU TOBADAK,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMUJU TENGAH,TOBADAK,2023
5447,760600502,PUSTU POLONGAAN,1,0,0,0,0,1,0,0,0,0,0,0,JULI,MAMUJU TENGAH,TOBADAK,2023
5452,760600505,PUSTU BAMBADARU,2,0,0,1,1,0,0,0,0,0,0,0,JULI,MAMUJU TENGAH,TOBADAK,2023
5474,7601001,UPT PUSKESMAS SARJO,12,0,0,8,1,0,0,0,3,0,0,0,JULI,PASANGKAYU,SARJO,2023
5485,7606010,Puskesmas lara,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMUJU TENGAH,KAROSSA,2023
5498,760601002,pustu salubiro,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMUJU TENGAH,KAROSSA,2023
5511,7604020,PUSKESMAS LIMBORO,2,0,1,0,0,0,1,0,0,0,0,0,JULI,POLEWALI MANDAR,LIMBORO,2023
5514,7604021,PUSKESMAS TUTALLU,5,0,0,1,0,0,0,0,4,0,0,0,JULI,POLEWALI MANDAR,ALLU,2023
5516,760402103,POSKESDES PAO - PAO,1,0,0,1,0,0,0,0,0,0,0,0,JULI,POLEWALI MANDAR,ALLU,2023
5522,7604010,PUSKESMAS CAMPALAGIAN,13,0,5,7,0,0,0,1,0,0,0,0,JULI,POLEWALI MANDAR,CAMPALAGIAN,2023
5541,760300608,PUSTU TABONE,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMASA,SUMARORONG,2023
5550,7604034,PUSKESMAS BATUPANGA,0,0,0,0,0,0,0,0,0,0,0,0,JULI,POLEWALI MANDAR,LUYO,2023
5557,760403417,PUSTU BATUPANGA DAALA,4,0,4,0,0,0,0,0,0,0,0,0,JULI,POLEWALI MANDAR,LUYO,2023
5566,760101201,Pustu Kumasari,0,0,0,0,0,0,0,0,0,0,0,0,JULI,PASANGKAYU,SARUDU,2023
5584,760402807,PUSTU RUMPA,0,0,0,0,0,0,0,0,0,0,0,0,JULI,POLEWALI MANDAR,MAPILLI,2023
5596,7603015,PUSKESMAS RANTEBULAHAN TIMUR,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMASA,RANTEBULAHAN TIMUR,2023
5604,7603004,PUSKESMAS PANA',0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMASA,PANA,2023
5605,760300401,PUSTU MANIPI',0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMASA,PANA,2023
5622,760501002,PUSTU ULUMANDA,2,0,0,1,1,0,0,0,0,0,0,0,JULI,MAJENE,ULUMANDA,2023
5634,7605011,PKM SENDANA II,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAJENE,TUBO SENDANA,2023
5635,760501108,"PRAKTEK MANDIRI BIDAN NURAENI, S.ST,",1,0,0,0,0,0,0,0,1,0,0,0,JULI,MAJENE,TUBO SENDANA,2023
5643,760100704,POSKESDES PAJALELE,3,0,0,2,0,0,0,0,1,0,0,0,JULI,PASANGKAYU,TIKKE RAYA,2023
5644,7601007,UPT PUSKESMAS TIKKE,2,0,0,1,0,0,0,0,1,0,0,0,JULI,PASANGKAYU,TIKKE RAYA,2023
5651,760301004,Pustu Kalama,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMASA,TABANG,2023
5664,7601004,UPT PUSKESMAS PASANGKAYU 1,0,0,0,0,0,0,0,0,0,0,0,0,JULI,PASANGKAYU,PASANGKAYU,2023
5667,7601016,RSUD Kabupaten Pasangkayu,20,0,0,0,1,0,0,0,0,16,0,3,JULI,PASANGKAYU,PASANGKAYU,2023
5686,7602009,PUSKESMAS BAMBU,7,0,0,4,2,0,1,0,0,0,0,0,JULI,MAMUJU,MAMUJU,2023
5710,760500518,PUSTU SIRINDU,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAJENE,PAMBOANG,2023
5739,760404703,PUSTU TAKATIDUNG,6,1,1,0,1,2,1,0,0,0,0,0,JULI,POLEWALI MANDAR,POLEWALI,2023
5749,7605013,PUSKESMAS SENDANA 1,5,0,0,1,4,0,0,0,0,0,0,0,JULI,MAJENE,SENDANA,2023
5753,760501314,PUSTU TALLU BANUA,4,0,0,0,3,0,1,0,0,0,0,0,JULI,MAJENE,SENDANA,2023
5754,760501315,POSKESDES TULLU BULAN,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAJENE,SENDANA,2023
5758,760501307,PUSTU PUNDAU,5,0,1,1,2,0,1,0,0,0,0,0,JULI,MAJENE,SENDANA,2023
5773,760403803,PUSTU PATAMPANUA,5,0,0,5,0,0,0,0,0,0,0,0,JULI,POLEWALI MANDAR,MATAKALI,2023
5780,7604023,PUSKESMAS MATANGNGA,6,0,1,2,0,0,3,0,0,0,0,0,JULI,POLEWALI MANDAR,MATANGNGA,2023
5795,760500604,Poskesdes Waigamo,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAJENE,TAMMERODO SENDANA,2023
5806,760101404,Polindes Tabalia,0,0,0,0,0,0,0,0,0,0,0,0,JULI,PASANGKAYU,DAPURANG,2023
5825,7602020,Puskesmas Tampa Padang,17,0,3,4,3,3,1,0,3,0,0,0,JULI,MAMUJU,KALUKKU,2023
5832,7602022,Puskesmas Ranga- Ranga,7,0,5,0,2,0,0,0,0,0,0,0,JULI,MAMUJU,KALUKKU,2023
5852,760202603,Poskesdes Kasambang,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMUJU,TAPALANG,2023
5856,760202601,Pustu Taan,2,0,0,0,0,2,0,0,0,0,0,0,JULI,MAMUJU,TAPALANG,2023
5864,760301305,PUSTU MASEWE,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMASA,NOSU,2023
5870,760301401,PUSTU TAWALIAN TIMUR,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMASA,TAWALIAN,2023
5875,7601015,UPT PUSKESMAS DURIPOKU,3,0,0,2,0,0,0,0,1,0,0,0,JULI,PASANGKAYU,DURIPOKU,2023
5884,760500303,Poskesdes Buttu Tande,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAJENE,BANGGAE TIMUR,2023
5909,760402208,POSKESDES TUBBI,0,0,0,0,0,0,0,0,0,0,0,0,JULI,POLEWALI MANDAR,TUTAR,2023
5910,760402201,POSKESDES RATTE,0,0,0,0,0,0,0,0,0,0,0,0,JULI,POLEWALI MANDAR,TUTAR,2023
5917,760402203,PUSTU BESOANGIN UTARA,2,0,1,0,1,0,0,0,0,0,0,0,JULI,POLEWALI MANDAR,TUTAR,2023
5922,760500806,PUSTU BAMBANGAN,5,0,2,2,1,0,0,0,0,0,0,0,JULI,MAJENE,MALUNDA,2023
5929,760500808,POSKESDES LOMBONG TIMUR,1,0,0,0,0,0,0,0,0,0,0,1,JULI,MAJENE,MALUNDA,2023
5944,760100313,Pustu Sawi,2,0,0,1,1,0,0,0,0,0,0,0,JULI,PASANGKAYU,BAMBALAMOTU,2023
5946,760100307,Poskesdes Hikma,1,0,0,1,0,0,0,0,0,0,0,0,JULI,PASANGKAYU,BAMBALAMOTU,2023
5952,760100302,Pustu Kalola,1,0,0,1,0,0,0,0,0,0,0,0,JULI,PASANGKAYU,BAMBALAMOTU,2023
5956,7603016,PKM BUNTU MALANGKA,2,0,0,1,1,0,0,0,0,0,0,0,JULI,MAMASA,BUNTUMALANGKA,2023
5963,760301603,PUSTU PENATANGAN,3,0,0,1,1,0,0,0,1,0,0,0,JULI,MAMASA,BUNTUMALANGKA,2023
5975,760100804,POSKESDES BAMBAKORO,0,0,0,0,0,0,0,0,0,0,0,0,JULI,PASANGKAYU,LARIANG,2023
5990,760202501,Pustu Kalonding,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMUJU,SAMPAGA,2023
6036,7602012,PUSKESMAS TOPORE,2,0,0,1,1,0,0,0,0,0,0,0,JULI,MAMUJU,PAPALANG,2023
6068,760300202,POSKESDES UHAILANU,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMASA,ARALLE,2023
6078,7603019,RSUD KONDO SAPATA,2,0,0,0,1,0,1,0,0,0,0,0,JULI,MAMASA,BALLA,2023
6094,7602005,PUSKESMAS RANGAS,5,0,0,2,2,0,0,0,0,1,0,0,JULI,MAMUJU,SIMBORO,2023
6095,760200501,PUSKESDES SESE SELATAN,3,1,0,1,0,0,0,0,1,0,0,0,JULI,MAMUJU,SIMBORO,2023
6102,760200407,POSKESDES PATIDDI,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMUJU,SIMBORO,2023
6110,7603020,RUMAH SAKIT BANUA MAMASE,3,0,0,2,0,0,0,0,1,0,0,0,JULI,MAMASA,MAMASA,2023
6118,7602019,Puskesmas Dungkait,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMUJU,TAPALANG BARAT,2023
